Location,Month,Model,RMSE,MAE
BagoOshiro,Dec,ARIMA,51.20705442615491,43.9323361086447
BagoOshiro,Dec,LSTM,31.027909882649784,30.92792256673177
BagoOshiro,Dec,GRU,29.374297713401948,28.950439453125
BagoOshiro,Dec,LSTM-GRU,30.325418488454044,30.20074462890625
BagoOshiro,Dec,BiLSTM,31.606848301632642,31.553741455078125
BagoOshiro,Dec,Transformer,36.46667072784162,36.04790751139323
Impasug-ong,Jan,ARIMA,158.5274872468067,147.24186505771192
Impasug-ong,Feb,ARIMA,136.56917283172015,129.7971118786692
Impasug-ong,Mar,ARIMA,95.83839606484874,88.69759112071085
Impasug-ong,Apr,ARIMA,52.43713174025223,50.68180599772836
Impasug-ong,May,ARIMA,157.34637840457896,106.90104297703232
Impasug-ong,Jun,ARIMA,118.02791406282064,78.88464356948685
Impasug-ong,Jul,ARIMA,308.55443153449465,282.86865697399577
Impasug-ong,Aug,ARIMA,280.05609978724726,255.62336483393847
Impasug-ong,Sep,ARIMA,209.3874602215565,184.2929849547836
Impasug-ong,Oct,ARIMA,127.63980218162965,119.53578406949664
Impasug-ong,Nov,ARIMA,177.9924910793345,166.66488258950673
Impasug-ong,Dec,ARIMA,98.11564928571896,89.67926352246542
