Location,Month,Year,Model,Actual,Predicted
Lumbia,Feb,2012,LSTM-GRU,122.9,72.01976776123047
Lumbia,Feb,2012,BiLSTM,122.9,71.64514923095703
Lumbia,Feb,2012,Transformer,122.9,64.37052154541016
Lumbia,Feb,2013,ARIMA,93.3,
Lumbia,Feb,2013,LSTM,93.3,73.17079162597656
Lumbia,Feb,2013,GRU,93.3,72.30072021484375
Lumbia,Feb,2013,LSTM-GRU,93.3,72.27112579345703
Lumbia,Feb,2013,BiLSTM,93.3,72.28388214111328
Lumbia,Feb,2013,Transformer,93.3,64.37052154541016
Lumbia,Mar,1977,ARIMA,16.7,13.920296021522322
Lumbia,Mar,1977,LSTM,16.7,
Lumbia,Mar,1977,GRU,16.7,
Lumbia,Mar,1977,LSTM-GRU,16.7,
Lumbia,Mar,1977,BiLSTM,16.7,
Lumbia,Mar,1977,Transformer,16.7,
Lumbia,Mar,1978,ARIMA,9.5,16.66279896237807
Lumbia,Mar,1978,LSTM,9.5,
Lumbia,Mar,1978,GRU,9.5,
Lumbia,Mar,1978,LSTM-GRU,9.5,
Lumbia,Mar,1978,BiLSTM,9.5,
Lumbia,Mar,1978,Transformer,9.5,
Lumbia,Mar,1979,ARIMA,12.7,0.0
Lumbia,Mar,1979,LSTM,12.7,
Lumbia,Mar,1979,GRU,12.7,
Lumbia,Mar,1979,LSTM-GRU,12.7,
Lumbia,Mar,1979,BiLSTM,12.7,
Lumbia,Mar,1979,Transformer,12.7,
Lumbia,Mar,2011,ARIMA,130.7,
Lumbia,Mar,2011,LSTM,130.7,39.44142150878906
Lumbia,Mar,2011,GRU,130.7,42.66249084472656
Lumbia,Mar,2011,LSTM-GRU,130.7,43.173519134521484
Lumbia,Mar,2011,BiLSTM,130.7,41.22304916381836
Lumbia,Mar,2011,Transformer,130.7,43.67789077758789
Lumbia,Mar,2012,ARIMA,67.4,
Lumbia,Mar,2012,LSTM,67.4,38.70027542114258
Lumbia,Mar,2012,GRU,67.4,42.24620819091797
Lumbia,Mar,2012,LSTM-GRU,67.4,42.570960998535156
Lumbia,Mar,2012,BiLSTM,67.4,40.38456344604492
Lumbia,Mar,2012,Transformer,67.4,43.67789077758789
Lumbia,Mar,2013,ARIMA,61.2,
Lumbia,Mar,2013,LSTM,61.2,41.02281951904297
Lumbia,Mar,2013,GRU,61.2,43.313724517822266
Lumbia,Mar,2013,LSTM-GRU,61.2,44.10258102416992
Lumbia,Mar,2013,BiLSTM,61.2,43.24214172363281
Lumbia,Mar,2013,Transformer,61.2,43.67789077758789
Lumbia,Apr,1977,ARIMA,62.0,71.74478330428978
Lumbia,Apr,1977,LSTM,62.0,
Lumbia,Apr,1977,GRU,62.0,
Lumbia,Apr,1977,LSTM-GRU,62.0,
Lumbia,Apr,1977,BiLSTM,62.0,
Lumbia,Apr,1977,Transformer,62.0,
Lumbia,Apr,1978,ARIMA,80.2,61.84499764478247
Lumbia,Apr,1978,LSTM,80.2,
Lumbia,Apr,1978,GRU,80.2,
Lumbia,Apr,1978,LSTM-GRU,80.2,
Lumbia,Apr,1978,BiLSTM,80.2,
Lumbia,Apr,1978,Transformer,80.2,
Lumbia,Apr,1979,ARIMA,17.6,0.0
Lumbia,Apr,1979,LSTM,17.6,
Lumbia,Apr,1979,GRU,17.6,
Lumbia,Apr,1979,LSTM-GRU,17.6,
Lumbia,Apr,1979,BiLSTM,17.6,
Lumbia,Apr,1979,Transformer,17.6,
Lumbia,Apr,2011,ARIMA,34.9,
Lumbia,Apr,2011,LSTM,34.9,62.6839485168457
Lumbia,Apr,2011,GRU,34.9,62.71806716918945
Lumbia,Apr,2011,LSTM-GRU,34.9,63.14767074584961
Lumbia,Apr,2011,BiLSTM,34.9,62.001922607421875
Lumbia,Apr,2011,Transformer,34.9,59.21543502807617
Lumbia,Apr,2012,ARIMA,74.2,
Lumbia,Apr,2012,LSTM,74.2,63.61246871948242
Lumbia,Apr,2012,GRU,74.2,62.51294708251953
Lumbia,Apr,2012,LSTM-GRU,74.2,62.46833801269531
Lumbia,Apr,2012,BiLSTM,74.2,61.89868927001953
Lumbia,Apr,2012,Transformer,74.2,59.21543502807617
Lumbia,Apr,2013,ARIMA,89.3,
Lumbia,Apr,2013,LSTM,89.3,64.55762481689453
Lumbia,Apr,2013,GRU,89.3,62.306453704833984
Lumbia,Apr,2013,LSTM-GRU,89.3,62.16230010986328
Lumbia,Apr,2013,BiLSTM,89.3,60.6959342956543
Lumbia,Apr,2013,Transformer,89.3,59.21543502807617
Lumbia,May,1977,ARIMA,81.4,94.53587517672382
Lumbia,May,1977,LSTM,81.4,
Lumbia,May,1977,GRU,81.4,
Lumbia,May,1977,LSTM-GRU,81.4,
Lumbia,May,1977,BiLSTM,81.4,
Lumbia,May,1977,Transformer,81.4,
Lumbia,May,1978,ARIMA,103.0,81.19499982057154
Lumbia,May,1978,LSTM,103.0,
Lumbia,May,1978,GRU,103.0,
Lumbia,May,1978,LSTM-GRU,103.0,
Lumbia,May,1978,BiLSTM,103.0,
Lumbia,May,1978,Transformer,103.0,
Lumbia,May,1979,ARIMA,196.3,0.0
Lumbia,May,1979,LSTM,196.3,
Lumbia,May,1979,GRU,196.3,
Lumbia,May,1979,LSTM-GRU,196.3,
Lumbia,May,1979,BiLSTM,196.3,
Lumbia,May,1979,Transformer,196.3,
Lumbia,May,2011,ARIMA,118.3,
Lumbia,May,2011,LSTM,118.3,143.68130493164062
Lumbia,May,2011,GRU,118.3,148.80068969726562
Lumbia,May,2011,LSTM-GRU,118.3,136.3316650390625
Lumbia,May,2011,BiLSTM,118.3,138.22744750976562
Lumbia,May,2011,Transformer,118.3,125.24775695800781
Lumbia,May,2012,ARIMA,152.7,
Lumbia,May,2012,LSTM,152.7,149.56265258789062
Lumbia,May,2012,GRU,152.7,145.8916473388672
Lumbia,May,2012,LSTM-GRU,152.7,144.42471313476562
Lumbia,May,2012,BiLSTM,152.7,150.0425567626953
Lumbia,May,2012,Transformer,152.7,125.24775695800781
Lumbia,May,2013,ARIMA,201.1,
Lumbia,May,2013,LSTM,201.1,150.26995849609375
Lumbia,May,2013,GRU,201.1,143.6669464111328
Lumbia,May,2013,LSTM-GRU,201.1,146.48712158203125
Lumbia,May,2013,BiLSTM,201.1,152.4768524169922
Lumbia,May,2013,Transformer,201.1,125.24775695800781
Lumbia,Jun,1977,ARIMA,83.6,120.23914599220738
Lumbia,Jun,1977,LSTM,83.6,
Lumbia,Jun,1977,GRU,83.6,
Lumbia,Jun,1977,LSTM-GRU,83.6,
Lumbia,Jun,1977,BiLSTM,83.6,
Lumbia,Jun,1977,Transformer,83.6,
Lumbia,Jun,1978,ARIMA,165.1,82.73472208591174
Lumbia,Jun,1978,LSTM,165.1,
Lumbia,Jun,1978,GRU,165.1,
Lumbia,Jun,1978,LSTM-GRU,165.1,
Lumbia,Jun,1978,BiLSTM,165.1,
Lumbia,Jun,1978,Transformer,165.1,
Lumbia,Jun,1979,ARIMA,334.3,0.0
Lumbia,Jun,1979,LSTM,334.3,
Lumbia,Jun,1979,GRU,334.3,
Lumbia,Jun,1979,LSTM-GRU,334.3,
Lumbia,Jun,1979,BiLSTM,334.3,
Lumbia,Jun,1979,Transformer,334.3,
Lumbia,Jun,2011,ARIMA,231.6,
Lumbia,Jun,2011,LSTM,231.6,217.4885711669922
Lumbia,Jun,2011,GRU,231.6,221.41563415527344
Lumbia,Jun,2011,LSTM-GRU,231.6,217.37420654296875
Lumbia,Jun,2011,BiLSTM,231.6,215.951171875
Lumbia,Jun,2011,Transformer,231.6,206.29693603515625
Lumbia,Jun,2012,ARIMA,144.9,
Lumbia,Jun,2012,LSTM,144.9,212.7233123779297
Lumbia,Jun,2012,GRU,144.9,212.8668975830078
Lumbia,Jun,2012,LSTM-GRU,144.9,214.43951416015625
Lumbia,Jun,2012,BiLSTM,144.9,211.85769653320312
Lumbia,Jun,2012,Transformer,144.9,206.29693603515625
Lumbia,Jun,2013,ARIMA,310.2,
Lumbia,Jun,2013,LSTM,310.2,209.97325134277344
Lumbia,Jun,2013,GRU,310.2,211.9029998779297
Lumbia,Jun,2013,LSTM-GRU,310.2,212.39817810058594
Lumbia,Jun,2013,BiLSTM,310.2,209.76797485351562
Lumbia,Jun,2013,Transformer,310.2,206.29693603515625
Lumbia,Jul,1977,ARIMA,319.9,305.0514882310685
Lumbia,Jul,1977,LSTM,319.9,
Lumbia,Jul,1977,GRU,319.9,
Lumbia,Jul,1977,LSTM-GRU,319.9,
Lumbia,Jul,1977,BiLSTM,319.9,
Lumbia,Jul,1977,Transformer,319.9,
Lumbia,Jul,1978,ARIMA,248.5,316.82332625436334
Lumbia,Jul,1978,LSTM,248.5,
Lumbia,Jul,1978,GRU,248.5,
Lumbia,Jul,1978,LSTM-GRU,248.5,
Lumbia,Jul,1978,BiLSTM,248.5,
Lumbia,Jul,1978,Transformer,248.5,
Lumbia,Jul,1979,ARIMA,274.6,0.0
Lumbia,Jul,1979,LSTM,274.6,
Lumbia,Jul,1979,GRU,274.6,
Lumbia,Jul,1979,LSTM-GRU,274.6,
Lumbia,Jul,1979,BiLSTM,274.6,
Lumbia,Jul,1979,Transformer,274.6,
Lumbia,Jul,2011,ARIMA,182.5,
Lumbia,Jul,2011,LSTM,182.5,248.2956085205078
Lumbia,Jul,2011,GRU,182.5,261.57342529296875
Lumbia,Jul,2011,LSTM-GRU,182.5,251.67880249023438
Lumbia,Jul,2011,BiLSTM,182.5,253.66969299316406
Lumbia,Jul,2011,Transformer,182.5,231.14306640625
Lumbia,Jul,2012,ARIMA,273.7,
Lumbia,Jul,2012,LSTM,273.7,255.85983276367188
Lumbia,Jul,2012,GRU,273.7,264.40228271484375
Lumbia,Jul,2012,LSTM-GRU,273.7,254.14218139648438
Lumbia,Jul,2012,BiLSTM,273.7,258.9084777832031
Lumbia,Jul,2012,Transformer,273.7,231.14306640625
Lumbia,Jul,2013,ARIMA,279.7,
Lumbia,Jul,2013,LSTM,279.7,261.2054443359375
Lumbia,Jul,2013,GRU,279.7,260.1117248535156
Lumbia,Jul,2013,LSTM-GRU,279.7,254.85134887695312
Lumbia,Jul,2013,BiLSTM,279.7,262.04046630859375
Lumbia,Jul,2013,Transformer,279.7,231.14306640625
Lumbia,Aug,1977,ARIMA,369.4,311.8083221603993
Lumbia,Aug,1977,LSTM,369.4,
Lumbia,Aug,1977,GRU,369.4,
Lumbia,Aug,1977,LSTM-GRU,369.4,
Lumbia,Aug,1977,BiLSTM,369.4,
Lumbia,Aug,1977,Transformer,369.4,
Lumbia,Aug,1978,ARIMA,197.3,364.84345322275334
Lumbia,Aug,1978,LSTM,197.3,
Lumbia,Aug,1978,GRU,197.3,
Lumbia,Aug,1978,LSTM-GRU,197.3,
Lumbia,Aug,1978,BiLSTM,197.3,
Lumbia,Aug,1978,Transformer,197.3,
Lumbia,Aug,1979,ARIMA,85.2,0.0
Lumbia,Aug,1979,LSTM,85.2,
Lumbia,Aug,1979,GRU,85.2,
Lumbia,Aug,1979,LSTM-GRU,85.2,
Lumbia,Aug,1979,BiLSTM,85.2,
Lumbia,Aug,1979,Transformer,85.2,
Lumbia,Aug,2011,ARIMA,226.8,
Lumbia,Aug,2011,LSTM,226.8,187.86509704589844
Lumbia,Aug,2011,GRU,226.8,185.04769897460938
Lumbia,Aug,2011,LSTM-GRU,226.8,187.96437072753906
Lumbia,Aug,2011,BiLSTM,226.8,189.1030731201172
Lumbia,Aug,2011,Transformer,226.8,184.55270385742188
Lumbia,Aug,2012,ARIMA,174.6,
Lumbia,Aug,2012,LSTM,174.6,192.6880645751953
Lumbia,Aug,2012,GRU,174.6,188.84561157226562
Lumbia,Aug,2012,LSTM-GRU,174.6,192.1239471435547
Lumbia,Aug,2012,BiLSTM,174.6,190.88343811035156
Lumbia,Aug,2012,Transformer,174.6,184.55270385742188
Lumbia,Aug,2013,ARIMA,211.4,
Lumbia,Aug,2013,LSTM,211.4,188.24192810058594
Lumbia,Aug,2013,GRU,211.4,187.4949493408203
Lumbia,Aug,2013,LSTM-GRU,211.4,188.45033264160156
Lumbia,Aug,2013,BiLSTM,211.4,188.91021728515625
Lumbia,Aug,2013,Transformer,211.4,184.55270385742188
Lumbia,Sep,1977,ARIMA,16.9,148.4324491379342
Lumbia,Sep,1977,LSTM,16.9,
Lumbia,Sep,1977,GRU,16.9,
Lumbia,Sep,1977,LSTM-GRU,16.9,
Lumbia,Sep,1977,BiLSTM,16.9,
Lumbia,Sep,1977,Transformer,16.9,
Lumbia,Sep,1978,ARIMA,275.3,16.769741932712705
Lumbia,Sep,1978,LSTM,275.3,
Lumbia,Sep,1978,GRU,275.3,
Lumbia,Sep,1978,LSTM-GRU,275.3,
Lumbia,Sep,1978,BiLSTM,275.3,
Lumbia,Sep,1978,Transformer,275.3,
Lumbia,Sep,1979,ARIMA,271.1,0.0
Lumbia,Sep,1979,LSTM,271.1,
Lumbia,Sep,1979,GRU,271.1,
Lumbia,Sep,1979,LSTM-GRU,271.1,
Lumbia,Sep,1979,BiLSTM,271.1,
Lumbia,Sep,1979,Transformer,271.1,
Lumbia,Sep,2011,ARIMA,232.3,
Lumbia,Sep,2011,LSTM,232.3,222.70399475097656
Lumbia,Sep,2011,GRU,232.3,225.90672302246094
Lumbia,Sep,2011,LSTM-GRU,232.3,224.61878967285156
Lumbia,Sep,2011,BiLSTM,232.3,222.7305450439453
Lumbia,Sep,2011,Transformer,232.3,206.8572235107422
Lumbia,Sep,2012,ARIMA,200.3,
Lumbia,Sep,2012,LSTM,200.3,230.56069946289062
Lumbia,Sep,2012,GRU,200.3,229.13882446289062
Lumbia,Sep,2012,LSTM-GRU,200.3,231.9022216796875
Lumbia,Sep,2012,BiLSTM,200.3,229.75047302246094
Lumbia,Sep,2012,Transformer,200.3,206.8572235107422
Lumbia,Sep,2013,ARIMA,162.0,
Lumbia,Sep,2013,LSTM,162.0,236.87246704101562
Lumbia,Sep,2013,GRU,162.0,230.21490478515625
Lumbia,Sep,2013,LSTM-GRU,162.0,236.8721923828125
Lumbia,Sep,2013,BiLSTM,162.0,234.273681640625
Lumbia,Sep,2013,Transformer,162.0,206.8572235107422
Lumbia,Oct,1977,ARIMA,68.4,107.59747907146101
Lumbia,Oct,1977,LSTM,68.4,
Lumbia,Oct,1977,GRU,68.4,
Lumbia,Oct,1977,LSTM-GRU,68.4,
Lumbia,Oct,1977,BiLSTM,68.4,
Lumbia,Oct,1977,Transformer,68.4,
Lumbia,Oct,1978,ARIMA,177.2,67.7637942457704
Lumbia,Oct,1978,LSTM,177.2,
Lumbia,Oct,1978,GRU,177.2,
Lumbia,Oct,1978,LSTM-GRU,177.2,
Lumbia,Oct,1978,BiLSTM,177.2,
Lumbia,Oct,1978,Transformer,177.2,
Lumbia,Oct,1979,ARIMA,158.8,0.0
Lumbia,Oct,1979,LSTM,158.8,
Lumbia,Oct,1979,GRU,158.8,
Lumbia,Oct,1979,LSTM-GRU,158.8,
Lumbia,Oct,1979,BiLSTM,158.8,
Lumbia,Oct,1979,Transformer,158.8,
Lumbia,Oct,2011,ARIMA,209.1,
Lumbia,Oct,2011,LSTM,209.1,196.30848693847656
Lumbia,Oct,2011,GRU,209.1,182.92404174804688
Lumbia,Oct,2011,LSTM-GRU,209.1,190.29434204101562
Lumbia,Oct,2011,BiLSTM,209.1,194.15516662597656
Lumbia,Oct,2011,Transformer,209.1,176.37135314941406
Lumbia,Oct,2012,ARIMA,185.2,
Lumbia,Oct,2012,LSTM,185.2,194.9741973876953
Lumbia,Oct,2012,GRU,185.2,191.5780487060547
Lumbia,Oct,2012,LSTM-GRU,185.2,190.20697021484375
Lumbia,Oct,2012,BiLSTM,185.2,193.40090942382812
Lumbia,Oct,2012,Transformer,185.2,176.37135314941406
Lumbia,Oct,2013,ARIMA,186.5,
Lumbia,Oct,2013,LSTM,186.5,193.62222290039062
Lumbia,Oct,2013,GRU,186.5,190.6121368408203
Lumbia,Oct,2013,LSTM-GRU,186.5,189.25018310546875
Lumbia,Oct,2013,BiLSTM,186.5,192.13607788085938
Lumbia,Oct,2013,Transformer,186.5,176.37135314941406
Lumbia,Nov,1977,ARIMA,215.4,163.8803145266729
Lumbia,Nov,1977,LSTM,215.4,
Lumbia,Nov,1977,GRU,215.4,
Lumbia,Nov,1977,LSTM-GRU,215.4,
Lumbia,Nov,1977,BiLSTM,215.4,
Lumbia,Nov,1977,Transformer,215.4,
Lumbia,Nov,1978,ARIMA,102.5,212.40035496814093
Lumbia,Nov,1978,LSTM,102.5,
Lumbia,Nov,1978,GRU,102.5,
Lumbia,Nov,1978,LSTM-GRU,102.5,
Lumbia,Nov,1978,BiLSTM,102.5,
Lumbia,Nov,1978,Transformer,102.5,
Lumbia,Nov,1979,ARIMA,36.5,0.0
Lumbia,Nov,1979,LSTM,36.5,
Lumbia,Nov,1979,GRU,36.5,
Lumbia,Nov,1979,LSTM-GRU,36.5,
Lumbia,Nov,1979,BiLSTM,36.5,
Lumbia,Nov,1979,Transformer,36.5,
Lumbia,Nov,2011,ARIMA,115.6,
Lumbia,Nov,2011,LSTM,115.6,145.52978515625
Lumbia,Nov,2011,GRU,115.6,145.12083435058594
Lumbia,Nov,2011,LSTM-GRU,115.6,147.48622131347656
Lumbia,Nov,2011,BiLSTM,115.6,150.04861450195312
Lumbia,Nov,2011,Transformer,115.6,135.409912109375
Lumbia,Nov,2012,ARIMA,42.3,
Lumbia,Nov,2012,LSTM,42.3,143.14657592773438
Lumbia,Nov,2012,GRU,42.3,140.11074829101562
Lumbia,Nov,2012,LSTM-GRU,42.3,144.97056579589844
Lumbia,Nov,2012,BiLSTM,42.3,136.30648803710938
Lumbia,Nov,2012,Transformer,42.3,135.409912109375
Lumbia,Nov,2013,ARIMA,103.5,
Lumbia,Nov,2013,LSTM,103.5,143.29562377929688
Lumbia,Nov,2013,GRU,103.5,142.05613708496094
Lumbia,Nov,2013,LSTM-GRU,103.5,145.19363403320312
Lumbia,Nov,2013,BiLSTM,103.5,137.1316375732422
Lumbia,Nov,2013,Transformer,103.5,135.409912109375
Lumbia,Dec,1977,ARIMA,11.2,68.54312956801658
Lumbia,Dec,1977,LSTM,11.2,
Lumbia,Dec,1977,GRU,11.2,
Lumbia,Dec,1977,LSTM-GRU,11.2,
Lumbia,Dec,1977,BiLSTM,11.2,
Lumbia,Dec,1977,Transformer,11.2,
Lumbia,Dec,1978,ARIMA,129.4,11.081980986515614
Lumbia,Dec,1978,LSTM,129.4,
Lumbia,Dec,1978,GRU,129.4,
Lumbia,Dec,1978,LSTM-GRU,129.4,
Lumbia,Dec,1978,BiLSTM,129.4,
Lumbia,Dec,1978,Transformer,129.4,
Lumbia,Dec,1979,ARIMA,107.2,0.0
Lumbia,Dec,1979,LSTM,107.2,
Lumbia,Dec,1979,GRU,107.2,
Lumbia,Dec,1979,LSTM-GRU,107.2,
Lumbia,Dec,1979,BiLSTM,107.2,
Lumbia,Dec,1979,Transformer,107.2,
Lumbia,Dec,2011,ARIMA,333.6,
Lumbia,Dec,2011,LSTM,333.6,113.1146011352539
Lumbia,Dec,2011,GRU,333.6,118.96832275390625
Lumbia,Dec,2011,LSTM-GRU,333.6,118.68511199951172
Lumbia,Dec,2011,BiLSTM,333.6,114.28394317626953
Lumbia,Dec,2011,Transformer,333.6,114.02587890625
Lumbia,Dec,2012,ARIMA,207.0,
Lumbia,Dec,2012,LSTM,207.0,117.2982406616211
Lumbia,Dec,2012,GRU,207.0,119.0374984741211
Lumbia,Dec,2012,LSTM-GRU,207.0,119.82355499267578
Lumbia,Dec,2012,BiLSTM,207.0,117.16726684570312
Lumbia,Dec,2012,Transformer,207.0,114.02587890625
Lumbia,Dec,2013,ARIMA,13.7,
Lumbia,Dec,2013,LSTM,13.7,118.0407485961914
Lumbia,Dec,2013,GRU,13.7,119.18282318115234
Lumbia,Dec,2013,LSTM-GRU,13.7,119.77278900146484
Lumbia,Dec,2013,BiLSTM,13.7,117.22039794921875
Lumbia,Dec,2013,Transformer,13.7,114.02587890625
Kisolon,Jan,1980,ARIMA,120.0,329.8264154184875
Kisolon,Jan,1980,LSTM,120.0,
Kisolon,Jan,1980,GRU,120.0,
Kisolon,Jan,1980,LSTM-GRU,120.0,
Kisolon,Jan,1980,BiLSTM,120.0,
Kisolon,Jan,1980,Transformer,120.0,
Kisolon,Jan,1981,ARIMA,416.0,119.32554080573081
Kisolon,Jan,1981,LSTM,416.0,
Kisolon,Jan,1981,GRU,416.0,
Kisolon,Jan,1981,LSTM-GRU,416.0,
Kisolon,Jan,1981,BiLSTM,416.0,
Kisolon,Jan,1981,Transformer,416.0,
Kisolon,Jan,1982,ARIMA,120.0,0.0
Kisolon,Jan,1982,LSTM,120.0,
Kisolon,Jan,1982,GRU,120.0,
Kisolon,Jan,1982,LSTM-GRU,120.0,
Kisolon,Jan,1982,BiLSTM,120.0,
Kisolon,Jan,1982,Transformer,120.0,
Kisolon,Jan,2004,ARIMA,60.0,
Kisolon,Jan,2004,LSTM,60.0,108.49777221679688
Kisolon,Jan,2004,GRU,60.0,108.77838897705078
Kisolon,Jan,2004,LSTM-GRU,60.0,113.6894302368164
Kisolon,Jan,2004,BiLSTM,60.0,108.794677734375
Kisolon,Jan,2004,Transformer,60.0,99.77896881103516
Kisolon,Jan,2005,ARIMA,63.0,
Kisolon,Jan,2005,LSTM,63.0,102.96458435058594
Kisolon,Jan,2005,GRU,63.0,111.23530578613281
Kisolon,Jan,2005,LSTM-GRU,63.0,111.47708129882812
Kisolon,Jan,2005,BiLSTM,63.0,104.15657806396484
Kisolon,Jan,2005,Transformer,63.0,99.77896881103516
Kisolon,Jan,2006,ARIMA,163.0,
Kisolon,Jan,2006,LSTM,163.0,103.44609069824219
Kisolon,Jan,2006,GRU,163.0,110.9920654296875
Kisolon,Jan,2006,LSTM-GRU,163.0,111.24571990966797
Kisolon,Jan,2006,BiLSTM,163.0,104.65115356445312
Kisolon,Jan,2006,Transformer,163.0,99.77896881103516
Kisolon,Feb,1980,ARIMA,89.0,71.81566954471002
Kisolon,Feb,1980,LSTM,89.0,
Kisolon,Feb,1980,GRU,89.0,
Kisolon,Feb,1980,LSTM-GRU,89.0,
Kisolon,Feb,1980,BiLSTM,89.0,
Kisolon,Feb,1980,Transformer,89.0,
Kisolon,Feb,1981,ARIMA,50.0,88.5282214324651
Kisolon,Feb,1981,LSTM,50.0,
Kisolon,Feb,1981,GRU,50.0,
Kisolon,Feb,1981,LSTM-GRU,50.0,
Kisolon,Feb,1981,BiLSTM,50.0,
Kisolon,Feb,1981,Transformer,50.0,
Kisolon,Feb,1982,ARIMA,89.0,0.0
Kisolon,Feb,1982,LSTM,89.0,
Kisolon,Feb,1982,GRU,89.0,
Kisolon,Feb,1982,LSTM-GRU,89.0,
Kisolon,Feb,1982,BiLSTM,89.0,
Kisolon,Feb,1982,Transformer,89.0,
Kisolon,Feb,2004,ARIMA,181.0,
Kisolon,Feb,2004,LSTM,181.0,111.08711242675781
Kisolon,Feb,2004,GRU,181.0,107.26133728027344
Kisolon,Feb,2004,LSTM-GRU,181.0,108.640625
Kisolon,Feb,2004,BiLSTM,181.0,111.63172912597656
Kisolon,Feb,2004,Transformer,181.0,90.79558563232422
Kisolon,Feb,2005,ARIMA,9.0,
Kisolon,Feb,2005,LSTM,9.0,101.14193725585938
Kisolon,Feb,2005,GRU,9.0,98.39185333251953
Kisolon,Feb,2005,LSTM-GRU,9.0,100.68389129638672
Kisolon,Feb,2005,BiLSTM,9.0,101.10538482666016
Kisolon,Feb,2005,Transformer,9.0,90.79558563232422
Kisolon,Feb,2006,ARIMA,91.0,
Kisolon,Feb,2006,LSTM,91.0,95.62564849853516
Kisolon,Feb,2006,GRU,91.0,96.68415069580078
Kisolon,Feb,2006,LSTM-GRU,91.0,96.89488983154297
Kisolon,Feb,2006,BiLSTM,91.0,96.2352523803711
Kisolon,Feb,2006,Transformer,91.0,90.79558563232422
Kisolon,Mar,1980,ARIMA,96.0,59.136986021717654
Kisolon,Mar,1980,LSTM,96.0,
Kisolon,Mar,1980,GRU,96.0,
Kisolon,Mar,1980,LSTM-GRU,96.0,
Kisolon,Mar,1980,BiLSTM,96.0,
Kisolon,Mar,1980,Transformer,96.0,
Kisolon,Mar,1981,ARIMA,19.0,95.60484021774741
Kisolon,Mar,1981,LSTM,19.0,
Kisolon,Mar,1981,GRU,19.0,
Kisolon,Mar,1981,LSTM-GRU,19.0,
Kisolon,Mar,1981,BiLSTM,19.0,
Kisolon,Mar,1981,Transformer,19.0,
Kisolon,Mar,1982,ARIMA,96.0,0.0
Kisolon,Mar,1982,LSTM,96.0,
Kisolon,Mar,1982,GRU,96.0,
Kisolon,Mar,1982,LSTM-GRU,96.0,
Kisolon,Mar,1982,BiLSTM,96.0,
Kisolon,Mar,1982,Transformer,96.0,
Kisolon,Mar,2004,ARIMA,69.0,
Kisolon,Mar,2004,LSTM,69.0,114.37342071533203
Kisolon,Mar,2004,GRU,69.0,106.08622741699219
Kisolon,Mar,2004,LSTM-GRU,69.0,108.1708755493164
Kisolon,Mar,2004,BiLSTM,69.0,112.59337615966797
Kisolon,Mar,2004,Transformer,69.0,92.8602066040039
Kisolon,Mar,2005,ARIMA,67.0,
Kisolon,Mar,2005,LSTM,67.0,110.0247802734375
Kisolon,Mar,2005,GRU,67.0,102.34613037109375
Kisolon,Mar,2005,LSTM-GRU,67.0,105.50684356689453
Kisolon,Mar,2005,BiLSTM,67.0,109.9041519165039
Kisolon,Mar,2005,Transformer,67.0,92.8602066040039
Kisolon,Mar,2006,ARIMA,91.0,
Kisolon,Mar,2006,LSTM,91.0,104.71595764160156
Kisolon,Mar,2006,GRU,91.0,100.44676971435547
Kisolon,Mar,2006,LSTM-GRU,91.0,102.6136474609375
Kisolon,Mar,2006,BiLSTM,91.0,105.5568618774414
Kisolon,Mar,2006,Transformer,91.0,92.8602066040039
Kisolon,Apr,1980,ARIMA,114.0,57.99590064578838
Kisolon,Apr,1980,LSTM,114.0,
Kisolon,Apr,1980,GRU,114.0,
Kisolon,Apr,1980,LSTM-GRU,114.0,
Kisolon,Apr,1980,BiLSTM,114.0,
Kisolon,Apr,1980,Transformer,114.0,
Kisolon,Apr,1981,ARIMA,2.0,112.73526082803723
Kisolon,Apr,1981,LSTM,2.0,
Kisolon,Apr,1981,GRU,2.0,
Kisolon,Apr,1981,LSTM-GRU,2.0,
Kisolon,Apr,1981,BiLSTM,2.0,
Kisolon,Apr,1981,Transformer,2.0,
Kisolon,Apr,1982,ARIMA,114.0,0.0
Kisolon,Apr,1982,LSTM,114.0,
Kisolon,Apr,1982,GRU,114.0,
Kisolon,Apr,1982,LSTM-GRU,114.0,
Kisolon,Apr,1982,BiLSTM,114.0,
Kisolon,Apr,1982,Transformer,114.0,
Kisolon,Apr,2004,ARIMA,34.0,
Kisolon,Apr,2004,LSTM,34.0,138.92625427246094
Kisolon,Apr,2004,GRU,34.0,141.301025390625
Kisolon,Apr,2004,LSTM-GRU,34.0,131.69923400878906
Kisolon,Apr,2004,BiLSTM,34.0,142.08578491210938
Kisolon,Apr,2004,Transformer,34.0,113.43737030029297
Kisolon,Apr,2005,ARIMA,16.0,
Kisolon,Apr,2005,LSTM,16.0,116.79821014404297
Kisolon,Apr,2005,GRU,16.0,119.45207214355469
Kisolon,Apr,2005,LSTM-GRU,16.0,119.11013793945312
Kisolon,Apr,2005,BiLSTM,16.0,119.19253540039062
Kisolon,Apr,2005,Transformer,16.0,113.43737030029297
Kisolon,Apr,2006,ARIMA,31.0,
Kisolon,Apr,2006,LSTM,31.0,116.74122619628906
Kisolon,Apr,2006,GRU,31.0,120.590576171875
Kisolon,Apr,2006,LSTM-GRU,31.0,118.52723693847656
Kisolon,Apr,2006,BiLSTM,31.0,120.09847259521484
