Location,Month,Year,Model,Actual,Predicted
Kisolon,Apr,2006,Transformer,31.0,113.43737030029297
Kisolon,May,1980,ARIMA,220.0,219.6452227530146
Kisolon,May,1980,LSTM,220.0,
Kisolon,May,1980,GRU,220.0,
Kisolon,May,1980,LSTM-GRU,220.0,
Kisolon,May,1980,BiLSTM,220.0,
Kisolon,May,1980,Transformer,220.0,
Kisolon,May,1981,ARIMA,220.0,218.0010702748212
Kisolon,May,1981,LSTM,220.0,
Kisolon,May,1981,GRU,220.0,
Kisolon,May,1981,LSTM-GRU,220.0,
Kisolon,May,1981,BiLSTM,220.0,
Kisolon,May,1981,Transformer,220.0,
Kisolon,May,1982,ARIMA,220.0,0.0
Kisolon,May,1982,LSTM,220.0,
Kisolon,May,1982,GRU,220.0,
Kisolon,May,1982,LSTM-GRU,220.0,
Kisolon,May,1982,BiLSTM,220.0,
Kisolon,May,1982,Transformer,220.0,
Kisolon,May,2004,ARIMA,246.0,
Kisolon,May,2004,LSTM,246.0,238.0045166015625
Kisolon,May,2004,GRU,246.0,221.5924530029297
Kisolon,May,2004,LSTM-GRU,246.0,228.3636474609375
Kisolon,May,2004,BiLSTM,246.0,239.6737518310547
Kisolon,May,2004,Transformer,246.0,185.89566040039062
Kisolon,May,2005,ARIMA,351.0,
Kisolon,May,2005,LSTM,351.0,233.26727294921875
Kisolon,May,2005,GRU,351.0,214.63323974609375
Kisolon,May,2005,LSTM-GRU,351.0,223.98329162597656
Kisolon,May,2005,BiLSTM,351.0,235.44866943359375
Kisolon,May,2005,Transformer,351.0,185.89566040039062
Kisolon,May,2006,ARIMA,349.0,
Kisolon,May,2006,LSTM,349.0,235.6090850830078
Kisolon,May,2006,GRU,349.0,211.13339233398438
Kisolon,May,2006,LSTM-GRU,349.0,223.9547119140625
Kisolon,May,2006,BiLSTM,349.0,245.77926635742188
Kisolon,May,2006,Transformer,349.0,185.89566040039062
Kisolon,Jun,1980,ARIMA,288.0,285.2689837713477
Kisolon,Jun,1980,LSTM,288.0,
Kisolon,Jun,1980,GRU,288.0,
Kisolon,Jun,1980,LSTM-GRU,288.0,
Kisolon,Jun,1980,BiLSTM,288.0,
Kisolon,Jun,1980,Transformer,288.0,
Kisolon,Jun,1981,ARIMA,288.0,282.5836806409504
Kisolon,Jun,1981,LSTM,288.0,
Kisolon,Jun,1981,GRU,288.0,
Kisolon,Jun,1981,LSTM-GRU,288.0,
Kisolon,Jun,1981,BiLSTM,288.0,
Kisolon,Jun,1981,Transformer,288.0,
Kisolon,Jun,1982,ARIMA,288.0,0.0
Kisolon,Jun,1982,LSTM,288.0,
Kisolon,Jun,1982,GRU,288.0,
Kisolon,Jun,1982,LSTM-GRU,288.0,
Kisolon,Jun,1982,BiLSTM,288.0,
Kisolon,Jun,1982,Transformer,288.0,
Kisolon,Jun,2004,ARIMA,283.0,
Kisolon,Jun,2004,LSTM,283.0,253.5574493408203
Kisolon,Jun,2004,GRU,283.0,213.21221923828125
Kisolon,Jun,2004,LSTM-GRU,283.0,247.73831176757812
Kisolon,Jun,2004,BiLSTM,283.0,226.7823486328125
Kisolon,Jun,2004,Transformer,283.0,240.95718383789062
Kisolon,Jun,2005,ARIMA,481.0,
Kisolon,Jun,2005,LSTM,481.0,246.15330505371094
Kisolon,Jun,2005,GRU,481.0,213.4613494873047
Kisolon,Jun,2005,LSTM-GRU,481.0,244.43016052246094
Kisolon,Jun,2005,BiLSTM,481.0,224.1800537109375
Kisolon,Jun,2005,Transformer,481.0,240.95718383789062
Kisolon,Jun,2006,ARIMA,303.0,
Kisolon,Jun,2006,LSTM,303.0,235.17530822753906
Kisolon,Jun,2006,GRU,303.0,215.73892211914062
Kisolon,Jun,2006,LSTM-GRU,303.0,238.12782287597656
Kisolon,Jun,2006,BiLSTM,303.0,218.35289001464844
Kisolon,Jun,2006,Transformer,303.0,240.95718383789062
Kisolon,Jul,1980,ARIMA,178.0,213.15449575462065
Kisolon,Jul,1980,LSTM,178.0,
Kisolon,Jul,1980,GRU,178.0,
Kisolon,Jul,1980,LSTM-GRU,178.0,
Kisolon,Jul,1980,BiLSTM,178.0,
Kisolon,Jul,1980,Transformer,178.0,
Kisolon,Jul,1981,ARIMA,253.0,176.16691020498178
Kisolon,Jul,1981,LSTM,253.0,
Kisolon,Jul,1981,GRU,253.0,
Kisolon,Jul,1981,LSTM-GRU,253.0,
Kisolon,Jul,1981,BiLSTM,253.0,
Kisolon,Jul,1981,Transformer,253.0,
Kisolon,Jul,1982,ARIMA,253.0,0.0
Kisolon,Jul,1982,LSTM,253.0,
Kisolon,Jul,1982,GRU,253.0,
Kisolon,Jul,1982,LSTM-GRU,253.0,
Kisolon,Jul,1982,BiLSTM,253.0,
Kisolon,Jul,1982,Transformer,253.0,
Kisolon,Jul,2004,ARIMA,343.0,
Kisolon,Jul,2004,LSTM,343.0,236.13247680664062
Kisolon,Jul,2004,GRU,343.0,232.2190704345703
Kisolon,Jul,2004,LSTM-GRU,343.0,244.77357482910156
Kisolon,Jul,2004,BiLSTM,343.0,238.77130126953125
Kisolon,Jul,2004,Transformer,343.0,259.2264404296875
Kisolon,Jul,2005,ARIMA,286.0,
Kisolon,Jul,2005,LSTM,286.0,230.44117736816406
Kisolon,Jul,2005,GRU,286.0,246.5703582763672
Kisolon,Jul,2005,LSTM-GRU,286.0,241.36082458496094
Kisolon,Jul,2005,BiLSTM,286.0,237.15835571289062
Kisolon,Jul,2005,Transformer,286.0,259.2264404296875
Kisolon,Jul,2006,ARIMA,249.0,
Kisolon,Jul,2006,LSTM,249.0,243.21841430664062
Kisolon,Jul,2006,GRU,249.0,256.2492370605469
Kisolon,Jul,2006,LSTM-GRU,249.0,253.62063598632812
Kisolon,Jul,2006,BiLSTM,249.0,248.4939422607422
Kisolon,Jul,2006,Transformer,249.0,259.2264404296875
Kisolon,Aug,1980,ARIMA,341.0,301.89367029249365
Kisolon,Aug,1980,LSTM,341.0,
Kisolon,Aug,1980,GRU,341.0,
Kisolon,Aug,1980,LSTM-GRU,341.0,
Kisolon,Aug,1980,BiLSTM,341.0,
Kisolon,Aug,1980,Transformer,341.0,
Kisolon,Aug,1981,ARIMA,224.0,333.9976118624863
Kisolon,Aug,1981,LSTM,224.0,
Kisolon,Aug,1981,GRU,224.0,
Kisolon,Aug,1981,LSTM-GRU,224.0,
Kisolon,Aug,1981,BiLSTM,224.0,
Kisolon,Aug,1981,Transformer,224.0,
Kisolon,Aug,1982,ARIMA,52.0,0.0
Kisolon,Aug,1982,LSTM,52.0,
Kisolon,Aug,1982,GRU,52.0,
Kisolon,Aug,1982,LSTM-GRU,52.0,
Kisolon,Aug,1982,BiLSTM,52.0,
Kisolon,Aug,1982,Transformer,52.0,
Kisolon,Aug,2004,ARIMA,196.0,
Kisolon,Aug,2004,LSTM,196.0,232.55496215820312
Kisolon,Aug,2004,GRU,196.0,229.84779357910156
Kisolon,Aug,2004,LSTM-GRU,196.0,230.28826904296875
Kisolon,Aug,2004,BiLSTM,196.0,232.467041015625
Kisolon,Aug,2004,Transformer,196.0,217.15554809570312
Kisolon,Aug,2005,ARIMA,224.0,
Kisolon,Aug,2005,LSTM,224.0,235.08026123046875
Kisolon,Aug,2005,GRU,224.0,240.37010192871094
Kisolon,Aug,2005,LSTM-GRU,224.0,231.43309020996094
Kisolon,Aug,2005,BiLSTM,224.0,234.1907958984375
Kisolon,Aug,2005,Transformer,224.0,217.15554809570312
Kisolon,Aug,2006,ARIMA,161.0,
Kisolon,Aug,2006,LSTM,161.0,236.29425048828125
Kisolon,Aug,2006,GRU,161.0,237.2850341796875
Kisolon,Aug,2006,LSTM-GRU,161.0,232.02865600585938
Kisolon,Aug,2006,BiLSTM,161.0,234.06358337402344
Kisolon,Aug,2006,Transformer,161.0,217.15554809570312
Kisolon,Sep,1980,ARIMA,320.0,295.055501596153
Kisolon,Sep,1980,LSTM,320.0,
Kisolon,Sep,1980,GRU,320.0,
Kisolon,Sep,1980,LSTM-GRU,320.0,
Kisolon,Sep,1980,BiLSTM,320.0,
Kisolon,Sep,1980,Transformer,320.0,
Kisolon,Sep,1981,ARIMA,262.0,313.636790185216
Kisolon,Sep,1981,LSTM,262.0,
Kisolon,Sep,1981,GRU,262.0,
Kisolon,Sep,1981,LSTM-GRU,262.0,
Kisolon,Sep,1981,BiLSTM,262.0,
Kisolon,Sep,1981,Transformer,262.0,
Kisolon,Sep,1982,ARIMA,0.0,0.0
Kisolon,Sep,1982,LSTM,0.0,
Kisolon,Sep,1982,GRU,0.0,
Kisolon,Sep,1982,LSTM-GRU,0.0,
Kisolon,Sep,1982,BiLSTM,0.0,
Kisolon,Sep,1982,Transformer,0.0,
Kisolon,Sep,2004,ARIMA,294.0,
Kisolon,Sep,2004,LSTM,294.0,193.04473876953125
Kisolon,Sep,2004,GRU,294.0,201.46829223632812
Kisolon,Sep,2004,LSTM-GRU,294.0,214.14048767089844
Kisolon,Sep,2004,BiLSTM,294.0,183.4881134033203
Kisolon,Sep,2004,Transformer,294.0,242.66246032714844
Kisolon,Sep,2005,ARIMA,262.0,
Kisolon,Sep,2005,LSTM,262.0,193.92994689941406
Kisolon,Sep,2005,GRU,262.0,206.82955932617188
Kisolon,Sep,2005,LSTM-GRU,262.0,216.09877014160156
Kisolon,Sep,2005,BiLSTM,262.0,184.25387573242188
Kisolon,Sep,2005,Transformer,262.0,242.66246032714844
Kisolon,Sep,2006,ARIMA,205.0,
Kisolon,Sep,2006,LSTM,205.0,206.10406494140625
Kisolon,Sep,2006,GRU,205.0,215.29293823242188
Kisolon,Sep,2006,LSTM-GRU,205.0,226.42816162109375
Kisolon,Sep,2006,BiLSTM,205.0,197.8335723876953
Kisolon,Sep,2006,Transformer,205.0,242.66246032714844
Kisolon,Oct,1980,ARIMA,513.0,290.2888005259744
Kisolon,Oct,1980,LSTM,513.0,
Kisolon,Oct,1980,GRU,513.0,
Kisolon,Oct,1980,LSTM-GRU,513.0,
Kisolon,Oct,1980,BiLSTM,513.0,
Kisolon,Oct,1980,Transformer,513.0,
Kisolon,Oct,1981,ARIMA,231.0,509.31808372544987
Kisolon,Oct,1981,LSTM,231.0,
Kisolon,Oct,1981,GRU,231.0,
Kisolon,Oct,1981,LSTM-GRU,231.0,
Kisolon,Oct,1981,BiLSTM,231.0,
Kisolon,Oct,1981,Transformer,231.0,
Kisolon,Oct,1982,ARIMA,29.0,0.0
Kisolon,Oct,1982,LSTM,29.0,
Kisolon,Oct,1982,GRU,29.0,
Kisolon,Oct,1982,LSTM-GRU,29.0,
Kisolon,Oct,1982,BiLSTM,29.0,
Kisolon,Oct,1982,Transformer,29.0,
Kisolon,Oct,2004,ARIMA,189.0,
Kisolon,Oct,2004,LSTM,189.0,217.54925537109375
Kisolon,Oct,2004,GRU,189.0,226.48660278320312
Kisolon,Oct,2004,LSTM-GRU,189.0,219.9978790283203
Kisolon,Oct,2004,BiLSTM,189.0,224.26808166503906
Kisolon,Oct,2004,Transformer,189.0,210.17062377929688
Kisolon,Oct,2005,ARIMA,231.0,
Kisolon,Oct,2005,LSTM,231.0,220.27687072753906
Kisolon,Oct,2005,GRU,231.0,231.26055908203125
Kisolon,Oct,2005,LSTM-GRU,231.0,221.08554077148438
Kisolon,Oct,2005,BiLSTM,231.0,226.85055541992188
Kisolon,Oct,2005,Transformer,231.0,210.17062377929688
Kisolon,Oct,2006,ARIMA,223.0,
Kisolon,Oct,2006,LSTM,223.0,220.9103546142578
Kisolon,Oct,2006,GRU,223.0,231.8238983154297
Kisolon,Oct,2006,LSTM-GRU,223.0,221.16018676757812
Kisolon,Oct,2006,BiLSTM,223.0,230.03439331054688
Kisolon,Oct,2006,Transformer,223.0,210.17062377929688
Kisolon,Nov,1980,ARIMA,159.0,159.88310559355435
Kisolon,Nov,1980,LSTM,159.0,
Kisolon,Nov,1980,GRU,159.0,
Kisolon,Nov,1980,LSTM-GRU,159.0,
Kisolon,Nov,1980,BiLSTM,159.0,
Kisolon,Nov,1980,Transformer,159.0,
Kisolon,Nov,1981,ARIMA,162.0,156.6302966362548
Kisolon,Nov,1981,LSTM,162.0,
Kisolon,Nov,1981,GRU,162.0,
Kisolon,Nov,1981,LSTM-GRU,162.0,
Kisolon,Nov,1981,BiLSTM,162.0,
Kisolon,Nov,1981,Transformer,162.0,
Kisolon,Nov,1982,ARIMA,107.0,0.0
Kisolon,Nov,1982,LSTM,107.0,
Kisolon,Nov,1982,GRU,107.0,
Kisolon,Nov,1982,LSTM-GRU,107.0,
Kisolon,Nov,1982,BiLSTM,107.0,
Kisolon,Nov,1982,Transformer,107.0,
Kisolon,Nov,2004,ARIMA,20.0,
Kisolon,Nov,2004,LSTM,20.0,171.42156982421875
Kisolon,Nov,2004,GRU,20.0,171.90277099609375
Kisolon,Nov,2004,LSTM-GRU,20.0,177.90338134765625
Kisolon,Nov,2004,BiLSTM,20.0,177.84173583984375
Kisolon,Nov,2004,Transformer,20.0,169.2901153564453
Kisolon,Nov,2005,ARIMA,162.0,
Kisolon,Nov,2005,LSTM,162.0,174.1941680908203
Kisolon,Nov,2005,GRU,162.0,170.8590850830078
Kisolon,Nov,2005,LSTM-GRU,162.0,178.4497528076172
Kisolon,Nov,2005,BiLSTM,162.0,177.10621643066406
Kisolon,Nov,2005,Transformer,162.0,169.2901153564453
Kisolon,Nov,2006,ARIMA,105.0,
Kisolon,Nov,2006,LSTM,105.0,176.50877380371094
Kisolon,Nov,2006,GRU,105.0,174.99069213867188
Kisolon,Nov,2006,LSTM-GRU,105.0,179.36680603027344
Kisolon,Nov,2006,BiLSTM,105.0,176.26797485351562
Kisolon,Nov,2006,Transformer,105.0,169.2901153564453
Kisolon,Dec,1980,ARIMA,244.0,202.102293441265
Kisolon,Dec,1980,LSTM,244.0,
Kisolon,Dec,1980,GRU,244.0,
Kisolon,Dec,1980,LSTM-GRU,244.0,
Kisolon,Dec,1980,BiLSTM,244.0,
Kisolon,Dec,1980,Transformer,244.0,
Kisolon,Dec,1981,ARIMA,139.0,240.7755015432494
Kisolon,Dec,1981,LSTM,139.0,
Kisolon,Dec,1981,GRU,139.0,
Kisolon,Dec,1981,LSTM-GRU,139.0,
Kisolon,Dec,1981,BiLSTM,139.0,
Kisolon,Dec,1981,Transformer,139.0,
Kisolon,Dec,1982,ARIMA,175.0,0.0
Kisolon,Dec,1982,LSTM,175.0,
Kisolon,Dec,1982,GRU,175.0,
Kisolon,Dec,1982,LSTM-GRU,175.0,
Kisolon,Dec,1982,BiLSTM,175.0,
Kisolon,Dec,1982,Transformer,175.0,
Kisolon,Dec,2004,ARIMA,126.0,
Kisolon,Dec,2004,LSTM,126.0,144.8279571533203
Kisolon,Dec,2004,GRU,126.0,137.4180908203125
Kisolon,Dec,2004,LSTM-GRU,126.0,148.8041229248047
Kisolon,Dec,2004,BiLSTM,126.0,146.278564453125
Kisolon,Dec,2004,Transformer,126.0,135.4986114501953
Kisolon,Dec,2005,ARIMA,139.0,
Kisolon,Dec,2005,LSTM,139.0,148.5420684814453
Kisolon,Dec,2005,GRU,139.0,146.25225830078125
Kisolon,Dec,2005,LSTM-GRU,139.0,150.52749633789062
Kisolon,Dec,2005,BiLSTM,139.0,146.16680908203125
Kisolon,Dec,2005,Transformer,139.0,135.4986114501953
Kisolon,Dec,2006,ARIMA,61.0,
Kisolon,Dec,2006,LSTM,61.0,152.52223205566406
Kisolon,Dec,2006,GRU,61.0,148.9690399169922
Kisolon,Dec,2006,LSTM-GRU,61.0,152.114990234375
Kisolon,Dec,2006,BiLSTM,61.0,147.2923583984375
Kisolon,Dec,2006,Transformer,61.0,135.4986114501953
PhilipsManolo,Jan,1956,ARIMA,171.9,66.94946317134765
PhilipsManolo,Jan,1956,LSTM,171.9,
PhilipsManolo,Jan,1956,GRU,171.9,
PhilipsManolo,Jan,1956,LSTM-GRU,171.9,
PhilipsManolo,Jan,1956,BiLSTM,171.9,
PhilipsManolo,Jan,1956,Transformer,171.9,
PhilipsManolo,Jan,1957,ARIMA,53.0,171.59167667805914
PhilipsManolo,Jan,1957,LSTM,53.0,
PhilipsManolo,Jan,1957,GRU,53.0,
PhilipsManolo,Jan,1957,LSTM-GRU,53.0,
PhilipsManolo,Jan,1957,BiLSTM,53.0,
PhilipsManolo,Jan,1957,Transformer,53.0,
PhilipsManolo,Jan,1958,ARIMA,23.1,0.0
PhilipsManolo,Jan,1958,LSTM,23.1,
PhilipsManolo,Jan,1958,GRU,23.1,
PhilipsManolo,Jan,1958,LSTM-GRU,23.1,
PhilipsManolo,Jan,1958,BiLSTM,23.1,
PhilipsManolo,Jan,1958,Transformer,23.1,
PhilipsManolo,Jan,1979,ARIMA,30.2,
PhilipsManolo,Jan,1979,LSTM,30.2,138.03993225097656
PhilipsManolo,Jan,1979,GRU,30.2,119.79329681396484
PhilipsManolo,Jan,1979,LSTM-GRU,30.2,136.69677734375
PhilipsManolo,Jan,1979,BiLSTM,30.2,140.25033569335938
PhilipsManolo,Jan,1979,Transformer,30.2,114.54630279541016
PhilipsManolo,Jan,1980,ARIMA,270.4,
PhilipsManolo,Jan,1980,LSTM,270.4,133.01565551757812
PhilipsManolo,Jan,1980,GRU,270.4,118.28992462158203
PhilipsManolo,Jan,1980,LSTM-GRU,270.4,132.33587646484375
PhilipsManolo,Jan,1980,BiLSTM,270.4,134.97531127929688
PhilipsManolo,Jan,1980,Transformer,270.4,114.54630279541016
PhilipsManolo,Jan,1981,ARIMA,442.8,
PhilipsManolo,Jan,1981,LSTM,442.8,128.9390411376953
PhilipsManolo,Jan,1981,GRU,442.8,117.77841186523438
PhilipsManolo,Jan,1981,LSTM-GRU,442.8,128.91151428222656
PhilipsManolo,Jan,1981,BiLSTM,442.8,130.47781372070312
PhilipsManolo,Jan,1981,Transformer,442.8,114.54630279541016
PhilipsManolo,Feb,1956,ARIMA,183.9,117.1868458039005
PhilipsManolo,Feb,1956,LSTM,183.9,
PhilipsManolo,Feb,1956,GRU,183.9,
PhilipsManolo,Feb,1956,LSTM-GRU,183.9,
PhilipsManolo,Feb,1956,BiLSTM,183.9,
PhilipsManolo,Feb,1956,Transformer,183.9,
PhilipsManolo,Feb,1957,ARIMA,40.2,182.5263848895691
PhilipsManolo,Feb,1957,LSTM,40.2,
PhilipsManolo,Feb,1957,GRU,40.2,
PhilipsManolo,Feb,1957,LSTM-GRU,40.2,
PhilipsManolo,Feb,1957,BiLSTM,40.2,
PhilipsManolo,Feb,1957,Transformer,40.2,
PhilipsManolo,Feb,1958,ARIMA,38.9,0.0
PhilipsManolo,Feb,1958,LSTM,38.9,
PhilipsManolo,Feb,1958,GRU,38.9,
PhilipsManolo,Feb,1958,LSTM-GRU,38.9,
PhilipsManolo,Feb,1958,BiLSTM,38.9,
PhilipsManolo,Feb,1958,Transformer,38.9,
PhilipsManolo,Feb,1979,ARIMA,11.1,
PhilipsManolo,Feb,1979,LSTM,11.1,118.23240661621094
PhilipsManolo,Feb,1979,GRU,11.1,118.1694564819336
PhilipsManolo,Feb,1979,LSTM-GRU,11.1,113.18787384033203
PhilipsManolo,Feb,1979,BiLSTM,11.1,114.1969985961914
PhilipsManolo,Feb,1979,Transformer,11.1,103.2774658203125
PhilipsManolo,Feb,1980,ARIMA,99.4,
PhilipsManolo,Feb,1980,LSTM,99.4,108.91681671142578
PhilipsManolo,Feb,1980,GRU,99.4,112.00118255615234
PhilipsManolo,Feb,1980,LSTM-GRU,99.4,111.44660949707031
PhilipsManolo,Feb,1980,BiLSTM,99.4,109.91796112060547
PhilipsManolo,Feb,1980,Transformer,99.4,103.2774658203125
PhilipsManolo,Feb,1981,ARIMA,72.3,
PhilipsManolo,Feb,1981,LSTM,72.3,114.62631225585938
PhilipsManolo,Feb,1981,GRU,72.3,113.38810729980469
PhilipsManolo,Feb,1981,LSTM-GRU,72.3,113.01383209228516
PhilipsManolo,Feb,1981,BiLSTM,72.3,112.60673522949219
PhilipsManolo,Feb,1981,Transformer,72.3,103.2774658203125
PhilipsManolo,Mar,1956,ARIMA,98.5,120.33155365192397
PhilipsManolo,Mar,1956,LSTM,98.5,
PhilipsManolo,Mar,1956,GRU,98.5,
PhilipsManolo,Mar,1956,LSTM-GRU,98.5,
PhilipsManolo,Mar,1956,BiLSTM,98.5,
PhilipsManolo,Mar,1956,Transformer,98.5,
PhilipsManolo,Mar,1957,ARIMA,139.2,98.30936228154913
PhilipsManolo,Mar,1957,LSTM,139.2,
PhilipsManolo,Mar,1957,GRU,139.2,
PhilipsManolo,Mar,1957,LSTM-GRU,139.2,
PhilipsManolo,Mar,1957,BiLSTM,139.2,
PhilipsManolo,Mar,1957,Transformer,139.2,
PhilipsManolo,Mar,1958,ARIMA,30.9,0.0
PhilipsManolo,Mar,1958,LSTM,30.9,
PhilipsManolo,Mar,1958,GRU,30.9,
PhilipsManolo,Mar,1958,LSTM-GRU,30.9,
PhilipsManolo,Mar,1958,BiLSTM,30.9,
PhilipsManolo,Mar,1958,Transformer,30.9,
PhilipsManolo,Mar,1979,ARIMA,67.9,
PhilipsManolo,Mar,1979,LSTM,67.9,81.43153381347656
PhilipsManolo,Mar,1979,GRU,67.9,84.88484191894531
PhilipsManolo,Mar,1979,LSTM-GRU,67.9,85.28691101074219
PhilipsManolo,Mar,1979,BiLSTM,67.9,82.1428451538086
PhilipsManolo,Mar,1979,Transformer,67.9,84.94579315185547
PhilipsManolo,Mar,1980,ARIMA,23.8,
PhilipsManolo,Mar,1980,LSTM,23.8,82.33251953125
PhilipsManolo,Mar,1980,GRU,23.8,84.90436553955078
PhilipsManolo,Mar,1980,LSTM-GRU,23.8,85.87252807617188
PhilipsManolo,Mar,1980,BiLSTM,23.8,83.3945083618164
PhilipsManolo,Mar,1980,Transformer,23.8,84.94579315185547
PhilipsManolo,Mar,1981,ARIMA,60.7,
PhilipsManolo,Mar,1981,LSTM,60.7,81.2425308227539
PhilipsManolo,Mar,1981,GRU,60.7,84.5374984741211
PhilipsManolo,Mar,1981,LSTM-GRU,60.7,85.25033569335938
PhilipsManolo,Mar,1981,BiLSTM,60.7,82.73005676269531
PhilipsManolo,Mar,1981,Transformer,60.7,84.94579315185547
PhilipsManolo,Apr,1956,ARIMA,151.5,155.13884895968428
PhilipsManolo,Apr,1956,LSTM,151.5,
PhilipsManolo,Apr,1956,GRU,151.5,
PhilipsManolo,Apr,1956,LSTM-GRU,151.5,
PhilipsManolo,Apr,1956,BiLSTM,151.5,
PhilipsManolo,Apr,1956,Transformer,151.5,
PhilipsManolo,Apr,1957,ARIMA,161.0,149.9479939215536
PhilipsManolo,Apr,1957,LSTM,161.0,
PhilipsManolo,Apr,1957,GRU,161.0,
PhilipsManolo,Apr,1957,LSTM-GRU,161.0,
PhilipsManolo,Apr,1957,BiLSTM,161.0,
PhilipsManolo,Apr,1957,Transformer,161.0,
PhilipsManolo,Apr,1958,ARIMA,102.0,0.0
PhilipsManolo,Apr,1958,LSTM,102.0,
PhilipsManolo,Apr,1958,GRU,102.0,
PhilipsManolo,Apr,1958,LSTM-GRU,102.0,
PhilipsManolo,Apr,1958,BiLSTM,102.0,
PhilipsManolo,Apr,1958,Transformer,102.0,
PhilipsManolo,Apr,1979,ARIMA,35.5,
PhilipsManolo,Apr,1979,LSTM,35.5,135.1457061767578
PhilipsManolo,Apr,1979,GRU,35.5,137.22821044921875
PhilipsManolo,Apr,1979,LSTM-GRU,35.5,136.55999755859375
PhilipsManolo,Apr,1979,BiLSTM,35.5,145.2823944091797
PhilipsManolo,Apr,1979,Transformer,35.5,130.83718872070312
PhilipsManolo,Apr,1980,ARIMA,120.9,
PhilipsManolo,Apr,1980,LSTM,120.9,134.28358459472656
PhilipsManolo,Apr,1980,GRU,120.9,134.2547149658203
PhilipsManolo,Apr,1980,LSTM-GRU,120.9,136.34043884277344
PhilipsManolo,Apr,1980,BiLSTM,120.9,141.02508544921875
PhilipsManolo,Apr,1980,Transformer,120.9,130.83718872070312
PhilipsManolo,Apr,1981,ARIMA,28.2,
PhilipsManolo,Apr,1981,LSTM,28.2,131.9929656982422
PhilipsManolo,Apr,1981,GRU,28.2,133.548095703125
PhilipsManolo,Apr,1981,LSTM-GRU,28.2,136.43031311035156
PhilipsManolo,Apr,1981,BiLSTM,28.2,149.68804931640625
PhilipsManolo,Apr,1981,Transformer,28.2,130.83718872070312
PhilipsManolo,May,1956,ARIMA,629.3,400.0184643106306
PhilipsManolo,May,1956,LSTM,629.3,
PhilipsManolo,May,1956,GRU,629.3,
PhilipsManolo,May,1956,LSTM-GRU,629.3,
PhilipsManolo,May,1956,BiLSTM,629.3,
PhilipsManolo,May,1956,Transformer,629.3,
PhilipsManolo,May,1957,ARIMA,53.9,612.4973938610337
PhilipsManolo,May,1957,LSTM,53.9,
PhilipsManolo,May,1957,GRU,53.9,
PhilipsManolo,May,1957,LSTM-GRU,53.9,
PhilipsManolo,May,1957,BiLSTM,53.9,
PhilipsManolo,May,1957,Transformer,53.9,
PhilipsManolo,May,1958,ARIMA,164.6,0.0
PhilipsManolo,May,1958,LSTM,164.6,
PhilipsManolo,May,1958,GRU,164.6,
PhilipsManolo,May,1958,LSTM-GRU,164.6,
PhilipsManolo,May,1958,BiLSTM,164.6,
PhilipsManolo,May,1958,Transformer,164.6,
PhilipsManolo,May,1979,ARIMA,200.0,
PhilipsManolo,May,1979,LSTM,200.0,269.79449462890625
PhilipsManolo,May,1979,GRU,200.0,264.1626281738281
PhilipsManolo,May,1979,LSTM-GRU,200.0,269.6112060546875
PhilipsManolo,May,1979,BiLSTM,200.0,268.3043212890625
PhilipsManolo,May,1979,Transformer,200.0,257.4660949707031
PhilipsManolo,May,1980,ARIMA,164.7,
PhilipsManolo,May,1980,LSTM,164.7,265.8739318847656
PhilipsManolo,May,1980,GRU,164.7,261.7090148925781
PhilipsManolo,May,1980,LSTM-GRU,164.7,268.4554748535156
PhilipsManolo,May,1980,BiLSTM,164.7,265.1711120605469
PhilipsManolo,May,1980,Transformer,164.7,257.4660949707031
PhilipsManolo,May,1981,ARIMA,241.4,
PhilipsManolo,May,1981,LSTM,241.4,252.4352264404297
PhilipsManolo,May,1981,GRU,241.4,259.454833984375
PhilipsManolo,May,1981,LSTM-GRU,241.4,265.4437561035156
PhilipsManolo,May,1981,BiLSTM,241.4,251.23641967773438
PhilipsManolo,May,1981,Transformer,241.4,257.4660949707031
PhilipsManolo,Jun,1956,ARIMA,422.6,296.9787108432031
PhilipsManolo,Jun,1956,LSTM,422.6,
PhilipsManolo,Jun,1956,GRU,422.6,
PhilipsManolo,Jun,1956,LSTM-GRU,422.6,
PhilipsManolo,Jun,1956,BiLSTM,422.6,
PhilipsManolo,Jun,1956,Transformer,422.6,
PhilipsManolo,Jun,1957,ARIMA,251.0,420.8127057130403
PhilipsManolo,Jun,1957,LSTM,251.0,
PhilipsManolo,Jun,1957,GRU,251.0,
PhilipsManolo,Jun,1957,LSTM-GRU,251.0,
PhilipsManolo,Jun,1957,BiLSTM,251.0,
PhilipsManolo,Jun,1957,Transformer,251.0,
PhilipsManolo,Jun,1958,ARIMA,276.0,0.0
PhilipsManolo,Jun,1958,LSTM,276.0,
PhilipsManolo,Jun,1958,GRU,276.0,
PhilipsManolo,Jun,1958,LSTM-GRU,276.0,
PhilipsManolo,Jun,1958,BiLSTM,276.0,
PhilipsManolo,Jun,1958,Transformer,276.0,
PhilipsManolo,Jun,1979,ARIMA,438.5,
PhilipsManolo,Jun,1979,LSTM,438.5,371.99505615234375
PhilipsManolo,Jun,1979,GRU,438.5,356.16339111328125
PhilipsManolo,Jun,1979,LSTM-GRU,438.5,363.9962463378906
PhilipsManolo,Jun,1979,BiLSTM,438.5,369.2568359375
PhilipsManolo,Jun,1979,Transformer,438.5,347.5440368652344
PhilipsManolo,Jun,1980,ARIMA,341.9,
